Accelerometer [X]	Accelerometer [Y]	Accelerometer [Z]
10.24	-6.49	1.66
10.4	-8.19	3.04
9.43	-6.01	0.31
12.79	-3.81	3.18
12.21	-4.72	0.58
8.84	-3.18	3.08
10.83	-2.97	1.04
8.02	-2.32	2.87
6.27	-2.52	2.25
5.24	-3.31	1.22
5.86	-2.27	2.48
3.22	-2.45	2.43
4.93	-1.88	3.36
4.22	-2.58	2.45
4.35	-2.31	5.25
5.5	-0.68	4.52
5.22	-0.26	5.62
5.42	-3.2	4.83
4.99	-2	4.36
5.5	-1.2	5.29
5.04	-0.12	4.89
5.35	-1.05	4.23
5.04	0	5.66
5.68	-1.75	3.94
6.16	0.29	6.91
7.06	-0.85	5.73
7.61	1.51	6.72
8.67	-1.82	6.44
10.1	2.58	8.28
12.44	-1.69	2.86
11.01	-1.17	1.51
9.11	-3.47	2.71
9.34	-2.61	0.98
8.3	-2.03	1.41
9.06	-1.81	1.16
9.26	-2.83	0.04
11.52	-1.8	0.13
10.73	-3.05	2.02
12.65	-1.28	-0.23
12.36	-2.49	-0.84
12.35	-2.44	0.07
14.45	-4.44	-0.18
13.98	-4.21	0.52
15.07	-4.25	-1.66
11.25	-1.22	0.41
13.06	-2.41	-2.5
9.79	-2.76	0.04
12.05	-1.11	-1.85
13.2	-1.25	-1.26
14.77	-0.77	-5.4
12.27	0.18	0
10.31	-2.79	-2.54
12.78	-0.7	-1.45
9.62	-1.59	-0.72
11.75	0.41	-0.71
10.68	-0.11	-4.3
9.96	1.05	-4.95
16.09	-1.88	-5.37
12.12	-3.3	-0.17
12.12	-5.82	1.32
13.29	-1.06	-3.28
12.85	-2.68	-3.27
12.52	-1.71	-1.37
11.98	-4.4	-2.51
12.97	-2.15	-3.77
15.37	-2.43	-0.72
16.26	0.77	-3.81
13.1	0.29	-3.56
10.68	0.45	-1.91
7.78	-2.69	0.73
10.79	-0.2	-0.89
10.13	-2.77	0.71
10.81	-0.04	-2.08
9.96	-1.48	-4.5
10.5	-0.84	-1.63
7.75	-1.86	-2.9
10.25	0.49	-1.42
8.33	-1.24	-1.52
9.43	0.2	-1.21
10.48	-2.3	-1.19
8.58	-0.54	-0.96
8.71	-2.01	-2.65
7.43	-0.51	-1.01
4.78	-1.5	-2.12
4.75	-1.32	-0.95
6.22	-1.82	-1.63
7.55	-1.56	-0.6
6.98	-2.73	-2.07
8.51	-1.52	-2.1
7.08	-2.69	-1.25
6.62	-1.85	0.44
7.35	-2.73	-2.86
5.49	-4.59	0.31
8.89	-3.48	-3.28
6.88	-2.92	-0.33
5.41	-1.17	-1.7
5.67	-1.64	-0.3
6	-0.84	-1.89
7.33	-2.11	-1.41
7.76	-4.38	0.82
10.85	-2.18	-2.44
12.54	-2.56	-6.08
11.74	-0.8	-1.44
12.2	-4.11	-2.03
12.81	-3.1	-0.5
11.66	-5.92	0.83
10.84	-3.17	0.94
13.85	-4.41	-0.75
13.23	-1.67	-1.36
9.86	-2.7	-2.1
8.92	-1.96	-0.52
8.04	-2.86	-1.52
8.03	-2.15	-0.12
6.26	-2.07	-0.98
6.29	-2.18	0.12
7.22	-1.63	-1.42
7.39	-1.57	-0.63
6.4	-1.31	-1.32
6.06	-2.32	0.37
7.21	-2.35	-1.38
7.94	-2.93	-2.26
6.96	-2.76	-2.54
5.18	-2.6	-0.5
5.2	-2.36	-0.44
8.8	-1.17	-0.77
7.75	-3.15	-2.41
8.18	-2.2	-0.94
7.39	-3.04	-2.3
10.33	-2.6	-2.24
7.21	-3	-2.9
8.8	-2.7	-1.39
8.15	-3.35	-2.43
6.14	0.47	0.08
8.41	-5.3	1.51
9.47	0.14	-0.6
15.91	-1.64	-7.9
11.19	-0.21	-6.39
11.68	-5.19	-1.66
11.05	-2.53	-2.79
8.66	-2.54	2.29
8.67	-5.64	-2.8
8.94	-3.14	-0.37
6.46	-2.3	-1.76
6.2	-1.04	-1.2
8.18	-4.53	-3.29
8.45	-1.14	0.26
7.97	-2.59	-3.57
10.7	-1.09	-0.54
10.76	-0.65	-6.76
8.29	-0.6	-0.03
7.58	-1.97	-2.01
8.74	-0.9	-1.68
7.43	-1.89	-3.21
8.67	-1.7	-0.14
12.52	-1.59	-6.56
12.81	1.52	-6.77
9.74	-2.18	-7.31
9.35	-0.74	-1.72
11.65	-2.36	-2.96
8.23	-3.75	0.49
10.54	-5.55	2.26
12.89	-3.82	-0.33
10.97	-4.97	1.41
10.59	-5.16	-1.79
8.94	-5.08	2.02
13.28	-2.73	-1.16
13.04	-6.64	0.37
11.84	-5.9	-0.4
7.64	-3.88	1.67
11.22	-4.74	-2.03
7.54	-2.41	-0.68
6.85	-2.08	-1.72
6.92	-2.54	-0.41
5.01	-2.48	-2.05
5.28	-2.73	1.33
5.75	-2.6	-2.18
7.95	-3.04	0.62
10.73	-5	-2.03
6.92	-1.69	-0.6
12.79	-4.54	-0.34
9.1	-4.25	1.44
11.15	-3.74	0.22
8.14	-4.75	1.14
11.21	-3.51	-0.99
8.25	-5.35	0.92
10.15	-4.23	-0.59
6.46	-3.32	-0.01
8.22	-2.91	-2.76
7.11	-2.25	-0.4
5.78	-2.68	-3.39
7.26	-2.58	-0.3
6.07	-2.61	-0.2
8.01	-1.96	-0.86
8.21	-1.76	-2.27
13.88	-1.34	-4.89
14.1	-4.57	-5.26
9.47	0.86	-5.49
10.57	-6.1	0.71
11.8	-4.45	-0.34
10.71	-3.82	-0.73
14.16	-3.43	-1.97
9.37	-4.94	-0.08
8.87	-3.77	-1.86
6.68	-1.62	0.09
6.39	-3.69	-1.02
7.31	-3.77	-1.75
5.36	-2.57	-1.47
7.39	-1.39	-0.41
6.02	-2.5	-1.96
6.58	-2.66	-0.57
8.34	-3.89	-2.4
6.31	-3.46	-0.12
7.11	-2.78	-0.76
7.24	-2.63	0.98
7.56	-3.23	-1.24
6.52	-2.6	-0.74
5.9	-3.12	-1.25
5.63	-1.93	-0.43
5.03	-2.17	-1.46
6.15	-2.31	-0.92
4.95	-3.93	-3.2
6.79	-2.54	-0.98
9.52	-1.81	0.27
12.29	-0.07	0.4
13.07	-1.62	-6.46
13.73	-1.89	-7.1
9.3	-5.03	1.93
6.95	-4.99	-0.97
8.11	-3	0.23
8.19	-3.2	-0.98
5.71	-1.82	-0.33
7.01	-2.34	-0.11
5.68	-1.88	-1.18
5.89	-2.77	-3.24
8.46	-3.34	-1.24
5.14	-0.19	-0.83
7.04	-2.08	-1.37
6.78	-2.75	-2.39
6.21	-3.35	-0.55
7.77	-3.39	-2.41
5.65	-3.09	-1.57
5.52	-2.02	-3.01
8.56	-2.89	-1.43
6.67	-2.57	-1.75
10.09	-1.18	-1.86
12.78	-1.91	-4.02
9.51	-1.31	-4.47
13.84	-4.45	-5.53
11.68	-4.69	-4.04
15.44	-4.39	-5.71
11.33	-2.3	-6.11
11.1	-3.08	-3.34
12.71	-0.84	-5.03
11.61	-2.64	-5.05
11.14	-0.52	-2.88
9.78	-3.33	-5.56
11.14	-4.34	-0.3
8.1	-4.84	-0.54
8.67	-2.78	-0.84
7.37	-3.05	-2.76
6.21	-2.26	-1.19
4.44	-1.53	-2.43
5.94	-2.17	-1.39
5.29	-1.79	-1.84
6.69	-2.4	-0.05
8.72	-4.19	-2.82
8.39	-3.01	0.4
7.75	-4.2	-1.86
6.5	-3.04	-0.58
6.41	-2.87	-2.27
5.98	-1.7	-0.96
6.75	-2.85	-3.09
6.94	-3.06	-0.16
5.92	-3.17	-1.38
5.3	-2.43	-0.02
7.21	-4.07	-2.88
8.02	-4.11	-0.24
9.51	-5.76	-3.49
7.74	-4.16	0.26
7.94	-4.4	-3.22
6.79	-3.19	-0.81
7.1	-4.9	-1.11
7.99	-3.56	-1.39
7.23	-3.44	-3.56
8.14	-2.32	-2.59
8.78	-3.29	-1.55
10.5	0.68	-3.33
8.85	5.7	-1.15
7.95	5.52	-2.16
8.28	5.68	-2.65
9.64	1.63	-2.22
8.85	-3.45	-2.87
8.6	-2.76	-1.68
8.01	-5.45	-2.32
7.27	-4.93	-4.2
6.37	-5.99	-1.57
10.92	-1.48	1.49
7.88	-1.42	5.17
4.75	3.01	6.16
6.45	4.2	7.69
1.58	7.41	6.17
1.28	9	10.1
0.08	6.23	7.01
-0.15	-4.36	9.5
-1.2	-3.26	9.86
-0.09	-4.12	8.87
0	-4.24	9.08
-0.03	-4.06	8.9
-0.19	-3.96	8.89
-0.28	-4.14	8.92
-0.37	-3.92	8.86
-0.19	-3.98	8.88
-0.1	-4.12	9.04
-0.09	-4.27	9.16
-0.34	-3.89	8.99
-0.26	-3.93	8.96
-0.22	-4.05	8.67
-0.33	-4.06	9.27
-0.43	-4.09	9.05
-0.08	-4.08	9.19
-0.24	-3.9	8.56
-0.1	-4.22	9.05
-0.32	-4.05	8.97
-0.06	-4.19	8.93
-0.32	-3.78	8.85
-0.27	-4.19	9.27
-0.27	-3.79	8.94
-0.16	-4.22	9.14
-0.09	-4.17	9.22
-0.12	-3.94	9.13
-0.12	-4.21	9.27
-0.35	-4.14	9.07
-0.17	-3.96	8.94
-0.17	-4.06	9.14
-0.35	-3.88	8.95
-0.03	-4.39	9.25
-0.72	-4.14	8.9
-0.24	-3.96	8.75
-0.2	-3.85	8.86
-0.27	-3.86	8.63
-0.2	-4.22	9.32
-0.14	-4.16	9.12
-0.31	-4.03	8.9
-0.16	-3.96	9.05
-0.09	-3.94	9.25
-0.18	-4.16	9.08
0	-4.11	8.96
-0.25	-4.13	8.99
-0.15	-3.83	8.4
-0.42	-3.99	9.25
-0.2	-3.85	9.42
-0.28	-4.04	9.15
-0.37	-3.62	8.54
-0.04	-4.02	8.4
-0.17	-4.04	8.75
-0.19	-4.22	9.58
-0.38	-4.01	9.23
-0.4	-3.62	8.5
-0.36	-3.55	8.49
-0.1	-4	9.15
-0.09	-4.18	9.35
-0.3	-4.14	9.36
-0.04	-4.22	9.32
0.2	-4.27	9.36
-0.23	-3.82	8.7
-0.28	-4.05	9.24
-0.17	-3.89	9.04
-0.28	-3.8	8.42
-0.44	-3.95	8.65
-0.15	-4.11	9.4
0.12	-4.13	9.31
-0.22	-3.77	8.85
-0.22	-3.98	9.03
-0.11	-4.16	9.22
-0.32	-3.93	8.8
-0.18	-3.95	9.11
-0.05	-4	9
-0.39	-3.83	9.03
-0.23	-3.97	8.98
-0.04	-4.09	9.14
-0.23	-4	9
-0.38	-3.95	8.98
-0.21	-3.92	8.76
-0.34	-3.96	8.99
-0.24	-3.76	8.82
-0.16	-4.14	9.05
-0.27	-3.86	8.89
-0.16	-3.99	8.91
-0.29	-3.92	8.98
0.03	-3.91	8.91
-0.2	-3.95	9.12
-0.18	-3.9	8.79
-0.18	-3.98	8.94
-0.04	-4.03	8.82
-0.25	-3.9	9
-0.17	-4.13	9.17
-0.1	-4.16	9.25
-0.15	-3.95	8.87
-0.2	-3.88	8.92
-0.22	-3.85	9.04
-0.33	-3.97	8.93
0	-3.95	9.04
-0.26	-3.85	8.96
-0.24	-4.17	9.17
-0.12	-3.91	8.88
-0.19	-3.93	9.07
-0.1	-3.87	8.77
-0.21	-4.06	9.07
-0.38	-3.92	8.92
-0.21	-4.11	9.07
-0.12	-3.99	9.07
-0.1	-3.88	8.91
-0.14	-4.02	8.87
-0.16	-3.96	8.61
-0.21	-4.11	8.98
-0.19	-3.53	8.25
-0.3	-4	9.21
-0.28	-3.87	9.06
0.18	-3.97	9.03
-0.07	-4.14	8.98
-0.18	-3.86	8.85
-0.39	-3.8	8.89
-0.2	-4.01	8.83
-0.28	-3.92	8.99
-0.54	-3.89	8.84
-0.44	-4.23	9.29
-0.45	-3.97	9.04
-0.31	-4	8.77
-0.12	-3.99	8.84
-0.21	-3.95	8.83
-0.18	-3.98	9.1
-0.21	-4.04	9.1
-0.26	-3.76	8.75
-0.23	-4.03	8.98
-0.19	-3.96	9.1
-0.19	-4.02	9
-0.17	-3.99	9.02
0.24	-3.82	8.87
-0.2	-4.06	9.19
-0.2	-3.95	9.01
-0.18	-4	8.94
-0.27	-4.13	9.19
-0.27	-4.05	9.04
-0.3	-3.78	8.81
-0.23	-4.08	9.06
-0.15	-4.17	9.25
0.4	-4.35	9.52
0.06	-5.07	10.72
-0.16	-3.85	8.57
-0.51	-3.94	9.01
-0.32	-3.84	8.56
-0.04	-4.34	9.3
-0.21	-3.94	8.81
-0.24	-3.99	8.97
-0.19	-4.04	8.99
-0.18	-4.12	8.89
-0.15	-4.01	8.84
-0.16	-4.02	9.01
-0.16	-3.88	9.07
-0.21	-4.03	9.01
-0.16	-3.76	9.19
-0.12	-4.1	9.07
-0.18	-4.13	9.09
-0.21	-4.02	8.79
-0.2	-4.2	9
-0.21	-4.09	8.95
-0.3	-4.12	9.04
-0.17	-4.13	9.01
-0.14	-4.03	8.91
-0.18	-4.12	8.93
-0.21	-4.16	8.94
-0.36	-4	8.86
-0.21	-4.36	8.64
-0.06	-4.57	9.78
0.72	-8.96	4.68
-0.12	-9.23	4.27
-0.16	-8.92	4.11
-0.27	-8.93	3.94
-0.18	-9.16	4
1.45	-11.15	4.07
0.05	-8.76	3.2
-0.38	-8	5.61
0.01	-8.56	5.77
-0.02	-8.16	5.64
0.18	-8.46	5.58
-0.16	-8.27	5.44
0	-8.56	5.83
-0.05	-8.35	5.6
-0.09	-7.91	5.38
0.31	-7.95	5.14
-0.13	-8.27	5.5
0.12	-8.41	5.62
-0.01	-8.05	5.63
-0.08	-8.09	5.4
-0.05	-8.18	5.4
0	-8.27	5.4
-0.04	-8.44	5.57
-0.08	-8.49	5.35
-0.27	-7.82	5.31
-0.1	-8.34	5.76
0.16	-8.36	5.44
-0.03	-8.1	5.58
-0.06	-8.06	5.42
-0.18	-8.14	5.6
0.02	-8.24	5.54
0	-8.13	5.53
0	-8.21	5.46
-0.05	-8.08	5.42
-0.23	-8.16	5.58
-0.04	-8.48	5.68
-0.19	-7.88	5.61
-0.38	-7.97	5.38
-0.43	-7.5	5.53
-0.06	-8.63	5.68
-0.01	-8.23	5.62
-0.14	-8.3	5.57
0.2	-8.45	5.25
-0.03	-8.16	5.6
0	-8.1	5.18
-0.31	-8.03	5.84
0.01	-8.08	5.41
-0.35	-8.08	5.9
0	-8.1	5.37
-0.15	-7.89	5.61
0.04	-8.46	5.58
-0.11	-8.37	5.79
-0.06	-8.01	5.78
0.08	-7.99	5.37
-0.03	-7.93	5.27
-0.11	-8.02	5.34
0	-8.4	5.57
0.1	-8.23	5.27
-0.39	-7.97	5.64
-0.11	-8.15	5.42
0.03	-8.12	5.5
-0.09	-8.52	5.62
-0.14	-8.15	5.53
-0.14	-7.87	5.47
-0.06	-8.21	5.52
-0.04	-8.2	5.68
-0.11	-8.08	5.55
0.11	-8.15	5.6
-0.02	-8.05	5.45
-0.12	-8.28	5.54
0.56	-9.93	5.3
-0.03	-8.14	5.29
-0.18	-8.45	5.75
-0.1	-8.26	5.45
0	-8.05	5.36
-0.09	-8.33	5.63
0	-8.22	5.6
0.01	-8.16	5.63
-0.12	-8.25	5.37
-0.09	-8.31	5.53
0.01	-8.18	5.56
-0.02	-8.36	5.34
-0.08	-8.24	5.54
-0.05	-8.1	5.42
-0.14	-8.22	5.55
0.24	-8.2	5.45
-0.09	-8.12	5.27
-0.04	-8.3	5.38
-0.04	-8.21	5.32
-0.02	-8.26	5.48
-0.11	-8.01	5.38
-0.01	-8.05	5.3
-0.11	-8.21	5.47
0	-8.35	5.48
-0.17	-8.16	5.56
-0.04	-8.24	5.36
-0.07	-8.24	5.68
-0.1	-8.19	5.25
-0.04	-8.31	5.34
0.01	-8.28	5.46
-0.08	-7.97	5.61
0.01	-8.25	5.49
-0.24	-7.95	5.68
0	-8.21	5.49
0.03	-8.14	5.24
-0.16	-8.25	5.66
-0.21	-8.14	5.43
-0.1	-8.14	5.59
-0.27	-8.14	5.53
0.04	-8.04	5.52
0.02	-8.31	5.35
-0.06	-8.33	5.63
-0.21	-8.11	5.53
-0.12	-8.27	5.49
-0.08	-8.3	5.44
0	-8.39	5.48
-0.12	-8.19	5.52
-0.07	-8.25	5.49
-0.19	-8.38	5.55
0	-8.35	5.51
-0.05	-8.15	5.55
-0.4	-7.92	5.56
-0.19	-8.4	5.67
-0.05	-8.24	5.56
-0.09	-8.3	5.52
-0.03	-8.36	5.53
-0.08	-8.13	5.34
-0.16	-8.27	5.55
-0.09	-8.11	5.6
-0.05	-8.2	5.53
-0.24	-8.03	5.45
-0.1	-8.08	5.47
0.04	-8.84	5.67
-0.08	-8.25	5.57
-0.06	-8.24	5.42
-0.08	-8.18	5.68
-0.09	-8.24	5.51
-0.12	-8.13	5.46
0	-8.28	5.49
-0.14	-8.13	5.58
-0.04	-8.42	5.48
-0.1	-8	5.4
-0.05	-8.22	5.5
0	-8.4	5.57
-0.11	-8.24	5.5
-0.11	-8.27	5.67
-0.14	-8.37	5.7
-0.01	-8.34	5.47
-0.08	-8.23	5.38
-0.09	-8.17	5.62
-0.08	-8.15	5.51
-0.05	-8.34	5.58
-0.07	-8.11	5.49
-0.11	-8.12	5.35
-0.09	-8.17	5.55
0	-8.57	5.69
-0.07	-8.26	5.56
-0.08	-8.28	5.44
-0.09	-8.15	5.49
-0.12	-8.22	5.6
-0.03	-8.24	5.5
-0.06	-8.23	5.54
-0.08	-8.19	5.47
-0.06	-8.29	5.51
-0.06	-8.19	5.47
-0.16	-8.06	5.35
-0.09	-8.13	5.43
-0.16	-8.06	5.42
-0.1	-8.23	5.49
-0.11	-8.17	5.42
-0.02	-8.13	5.41
-0.19	-8.12	5.46
-0.06	-8.11	5.47
-0.15	-8.17	5.57
-0.05	-8.21	5.47
-0.04	-8.2	5.47
-0.03	-8.16	5.44
-0.05	-8.3	5.51
-0.04	-8.19	5.47
-0.12	-8.16	5.43
-0.15	-8.08	5.4
-0.11	-8.14	5.53
-0.02	-8.19	5.5
-0.1	-8.07	5.44
-0.08	-8.23	5.45
-0.02	-8.29	5.42
-0.16	-8.12	5.27
-0.04	-8.18	5.41
-0.65	-8.87	5.94
-0.23	-8.15	5.45
-0.11	-8.17	5.35
-0.12	-8.03	5.33
-0.04	-8.17	5.51
-0.06	-8.19	5.44
-0.03	-8.34	5.51
-0.09	-8.3	5.34
-0.12	-8.28	5.58
-0.09	-8.21	5.42
-0.02	-8.26	5.58
-0.08	-8.06	5.26
-0.06	-8.31	5.53
-0.14	-8.11	5.37
-0.06	-8.38	5.46
-0.09	-8.36	5.57
-0.17	-8.33	5.44
-0.15	-8.23	5.31
-0.09	-8.39	5.63
-0.17	-8.27	5.45
-0.18	-8.2	5.29
-0.06	-8.31	5.36
-0.13	-8.14	5.38
-0.07	-8.35	5.39
-0.06	-8.26	5.35
-0.09	-8.23	5.5
-0.05	-8.13	5.34
-0.07	-8.03	5.28
-0.05	-8.35	5.45
-0.11	-8.29	5.4
-0.14	-8.2	5.23
0.12	-8.84	5.66
0.04	-8.29	5.35
-0.09	-8.44	5.25
-0.13	-8.39	5.27
-0.18	-8.4	5.16
0	-8.75	5.02
-0.11	-8.52	4.95
-0.09	-8.53	5
-0.18	-8.51	5.08
-0.23	-8	4.9
-0.16	-8.46	5.15
-0.13	-8.38	5.14
-0.05	-8.46	5.19
-0.09	-8.51	5.21
-0.09	-8.44	5.2
-0.04	-8.42	5.2
-0.07	-8.4	5.04
-0.09	-8.4	5.07
-0.05	-8.53	5.25
-0.18	-8.3	4.97
-0.05	-8.38	5.09
-0.07	-8.43	5.1
-0.14	-8.82	4.67
-0.02	-6.81	6.62
-0.12	-8.79	4.68
-0.25	-9.13	2.32
-0.21	-8.73	2.82
-0.08	-9.57	2.78
0.27	-8.63	3.75
-0.03	-9.44	2.83
-0.07	-10.31	1.32
-0.02	-9.65	3.19
-0.02	-9.51	3.49
-0.04	-8.67	5.09
-0.34	-9.24	3.87
0.14	-8.18	4.83
-0.12	-8.35	4.87
-0.06	-8.6	4.84
-0.01	-8.69	5.01
-0.02	-8.77	4.96
-1.09	-5.82	8.06
0.09	1.05	9.69
0.01	-0.87	9.67
0.11	2.34	8.96
0.18	1.12	9.67
0.05	0.9	10.04
0.29	0.43	10.09
0.09	-0.45	9.56
-0.1	-0.84	9.85
-0.07	-0.05	9.46
0.53	0.24	9.87
0.3	-0.21	9.98
0.01	-0.17	9.73
0.1	-0.45	9.63
0.13	-0.24	9.91
0.19	-0.16	9.7
0.36	-0.24	9.93
0.1	-0.69	9.61
0.03	-0.27	9.7
0	-0.12	9.57
0.12	-1.15	9.87
-0.01	-0.74	9.68
0.15	-0.81	9.75
0	-1.2	9.88
0.12	-1.21	9.96
0.07	-1.26	9.86
0.15	-1.3	9.79
0.08	-0.8	9.53
-0.05	-1.45	9.45
0.2	-1.68	10.22
0.04	-1.66	9.33
0.06	-2.81	9.96
0.1	-2.34	9.89
0.34	-1.88	9.96
-0.21	-2.59	8.98
0.12	-1.81	9.72
-0.01	-1.77	9.35
0.02	-1.54	9.66
0.31	-1.41	10.51
-0.45	-1.91	9.33
1.67	7.43	1.29
0.44	9.02	2.36
0.39	8.25	-4.91
0.52	9.01	-1.18
0.53	9.74	-1.31
0.41	9.55	-0.95
0.25	8.69	-1.68
0.27	9.09	-3.09
0.18	8.89	-1.69
0.53	10.04	-1.31
0.39	9.18	-0.09
0.96	8.64	1.93
0.53	9.62	0.39
0.95	6.53	-7.71
0.42	5.35	-7.63
0.11	2.15	-8.49
0.13	0.46	-9.39
0.6	-2.03	-9.25
-0.08	-0.9	-8.7
0.01	-0.33	-9.53
0.4	1.44	-9.32
0.18	-1.27	-9.48
0.45	-1.25	-9.52
0.12	0.97	-9.27
0.34	1.11	-8.85
0.01	0.46	-9.33
0.39	0.87	-9.16
0.22	1.18	-8.91
0.47	2.26	-8.66
0.45	3.56	-9.3
0.6	3.3	-8.96
0.4	3.64	-8.81
0.44	3.84	-8.44
0.27	3.8	-8.11
0.46	3.91	-8.67
0.36	3.95	-8.42
0.41	4.49	-9.12
0.41	4	-8.51
0.42	4.13	-8.68
0.25	3.82	-8.17
0.41	4.15	-8.64
0.46	4.12	-8.4
0.52	4.21	-8.69
0.32	3.91	-8.23
0.41	3.87	-8.34
0.22	3.92	-8.38
0.42	4.03	-8.43
0.52	4.29	-8.38
0.49	3.86	-7.97
0.35	3.92	-8.37
0.38	4.02	-8.46
0.46	3.96	-8.42
0.51	4.03	-8.71
0.41	3.92	-8.41
0.35	3.97	-8.35
0.31	3.97	-8.37
0.51	4.31	-8.83
0.35	3.95	-8.25
0.27	4	-8.48
-0.28	0.38	-8.19
-0.05	-6.99	-6.15
-0.14	-9.57	-0.59
-0.02	-3.8	9.27
0.04	-2.19	9.71
0.18	-2.38	9.61
0.13	-2.32	9.46
-0.01	-1.66	9.47
0.24	-1.77	9.85
0.19	-1.99	10.51
-0.07	-1.21	9.7
0.05	0.05	9.66
0.2	-0.19	9.53
0.18	-0.9	10.37
0.15	-0.85	9.68
0.15	-0.82	9.8
0.41	-0.89	9.19
0.21	-0.9	9.64
0.14	-1.25	10.04
0.09	-1.12	9.84
0.18	-1.07	9.48
0.18	-0.94	9.4
0.27	-1.12	9.69
0.31	-1.05	10.07
0.28	-1.37	10.21
0.05	-1.08	9.58
0.12	-1.36	9.67
0.14	-1.38	10.04
0.12	-1.36	9.75
0.05	-1.25	9.38
0.05	-1.42	9.52
0.07	-1.47	9.74
0.15	-1.53	9.66
0.22	-0.85	9.88
0.12	-1.51	9.63
-0.04	-1.39	9.57
0.12	-0.86	9.73
0.04	-1.5	9.75
0.18	-1.32	9.73
0.01	-1.7	9.67
0.17	-2.44	9.72
0.09	-0.76	9.58
0.11	-0.6	10.18
0.95	5.48	8.71
0.28	7.6	5.3
0.3	7.32	5.36
0.4	7.62	5.68
0.2	7.69	5.84
0.22	7.6	5.83
0.29	7.39	6.25
-0.11	7.6	5.39
0.25	8.74	3.93
0.25	8.14	-5.22
0.52	9.22	-4.56
0.47	8.85	-3.25
0.2	9.02	-2.36
0.43	9.15	-2.65
0.28	9.06	-2.61
0.31	8.99	-2.53
0.3	9.23	-2.66
0.42	9.08	-2.77
0.54	9.81	-2.47
0.25	9.32	-2.25
0.37	9.51	-2.01
0.39	9.5	-2.28
0.55	9.47	-2.04
0.27	9.34	-2.26
0.32	9.34	-2.05
0.48	9.69	-1.69
0.38	9.37	-1.94
0.37	9.21	-1.91
0.31	9.28	-1.89
0.35	9.47	-1.98
0.36	9.33	-1.77
0.42	9.43	-1.63
0.34	9.28	-1.43
0.47	9.34	-2.05
0.43	9.32	-1.9
0.27	9.07	-2.1
0.2	8.84	-2.81
0.41	9.01	-2.79
0.31	9.02	-4.27
0.3	8.79	-3.48
0.34	8.82	-3.21
0.37	8.82	-3.33
0.33	8.58	-4.24
0.36	8.82	-4.19
0.45	8.63	-3.58
0.53	9.19	-3.77
1.24	10.62	-4.57
0.38	8.81	-3.86
0.39	8.87	-3.66
0.34	8.63	-3.81
0.31	8.69	-3.56
0.38	8.83	-3.12
0.42	9.18	-2.88
0.41	9.01	-3.06
0.41	8.91	-3.19
0.39	9.16	-3.02
0.4	9.06	-3
0.37	8.88	-3.05
0.43	8.94	-2.95
0.53	9.44	-3.09
0.35	9.19	-2.95
0.4	9.1	-2.86
1.02	9.78	-3.02
0.65	9.44	-2.9
0.28	9.55	-2.92
1.27	9.5	-2.92
-0.1	9.32	-2.82
0.39	9.22	-2.39
0.06	9.36	-3.02
0.24	9.03	-2.56
0.14	8.66	-1.96
0.53	9.6	-2.18
0.46	9.21	-1.77
0.46	9.2	-2.09
0.55	9.23	-1.87
0.39	9.43	-1.81
0.21	9.79	-2.01
0.42	9.31	-2.24
0.23	9.51	-1.96
0.96	8.4	-2.01
0.95	8.99	-1.61
0.76	9.63	-1.96
0.39	9.44	-1.98
0.6	9.17	-1.77
0.2	9.22	-1.88
0.36	8.92	-1.73
0.57	9.24	-1.69
0.64	9.37	-1.77
0.22	9.38	-1.85
0.44	9.68	-1.86
0.47	9.43	-1.88
0.53	9.97	-1.91
0.42	9.34	-1.76
0.44	9.29	-1.94
0.38	9.25	-1.72
0.21	8.05	4.66
0.22	8.76	4.22
0.4	9.22	2.72
0.26	8.92	2.77
0.31	9.49	2.3
0.33	9.19	2.67
0.55	9.67	0.85
0.09	9.31	-0.52
0.52	11.67	-0.37
0.36	7.24	6.84
0.56	8.09	5.62
0.2	7.69	6
0.5	7.87	6.08
0.32	7.71	6.03
0.29	7.33	5.64
0.19	7.69	5.86
0.28	7.49	5.85
0.4	7.58	6.03
0.24	7.65	5.95
0.42	7.79	5.87
0.23	7.47	6.03
0.32	7.6	5.87
0.3	7.56	6.15
0.37	7.88	6.19
0.38	7.73	6.23
0.36	7.74	6.06
0.38	7.94	6.05
0.41	7.56	5.85
0.33	7.58	5.86
0.35	7.46	6.22
0.41	7.35	6.04
0.08	7.47	5.88
0.35	7.48	6.04
0.56	8.09	6.44
0.43	7.9	6.17
0.32	7.45	5.95
0.54	8.24	6.28
0.46	8.12	6.3
0.24	7.43	5.86
0.27	7.75	6.06
0.27	7.31	5.73
0.36	7.61	6.05
0.36	7.68	6.19
0.33	7.68	6.13
0.46	7.81	6.09
0.54	8.05	6.44
0.39	7.35	5.77
0.65	7.95	6.19
0.19	7.74	6.09
0.29	7.96	6.29
0.31	7.4	5.91
0.31	7.12	5.61
0.4	7.48	6.03
0.25	7.48	5.9
0.65	7.8	6.06
0.34	7.65	6.15
0.52	7.7	6.22
0.26	7.57	5.91
0.42	7.46	5.9
0.51	7.36	6.07
0.25	7.87	6.13
0.39	7.71	6.15
0.29	7.95	6.25
0.1	7.73	6.07
0.54	7.28	5.86
0.46	7.71	6.16
0.27	7.9	6.18
0.41	7.75	6.09
-1.25	8.97	7.03
0.4	7.54	6.02
0.38	7.4	6.29
0.28	7.51	6.01
0.41	7.37	6
0.35	7.72	6.3
