Gyroscope [X]	Gyroscope [Y]	Gyroscope [Z]
0.57	0.06	-0.34
0	0.04	0.59
-0.31	-0.16	-0.19
-0.81	0.26	0.95
-0.76	0.51	-0.57
1.07	-0.21	0.12
0.2	-1.02	-0.47
-0.92	0.61	0.3
-0.01	0.53	-0.2
-0.98	0.23	-0.25
-0.89	0.3	0.37
0.7	-0.16	-0.77
0.17	-0.25	0.33
0.09	0.08	-0.23
-0.17	-0.3	1.09
0	0.52	-0.53
0.15	-0.19	0.72
0.51	-0.51	-0.3
-0.42	-0.16	0.79
0.05	0.29	-0.32
0.03	0.12	0.31
-0.67	0.05	-0.43
-0.8	0.15	1.04
-0.76	0.28	-0.16
-0.79	0.34	1
0.56	-0.28	-0.55
-0.45	-0.49	0.21
0.98	-0.47	-0.38
-0.57	0.03	0.35
0.06	-0.23	0
-0.95	0.49	-0.07
0.37	-0.14	0.14
-0.73	0.48	0.39
0.38	0.34	0.39
-0.41	0.22	0.41
-0.12	-0.54	-0.24
0.28	-0.13	0.37
0.33	-0.41	0.19
0.38	-0.3	0.31
-0.26	-0.44	-0.81
-0.71	-0.11	0.43
-0.97	-0.09	0.03
-0.49	-0.18	0.69
0.23	0.07	-0.24
0.21	0.04	0.37
0.77	-0.18	-0.65
0.39	0.21	0.21
0.04	-0.06	-0.74
0.44	0.27	-0.12
-0.17	-0.15	-0.54
0.28	-0.14	0.27
0.55	-0.16	-0.76
0.26	0.02	0.17
0.34	-0.21	-0.72
0.13	-0.11	0.31
0.14	-0.12	-0.49
0.08	0.03	0.4
0.25	-0.1	-0.66
-0.37	0.26	-0.18
-0.37	-0.31	-0.71
-0.3	0.03	-0.05
0.11	-0.04	-0.65
0.1	-0.17	0.33
0.47	-0.54	-0.62
-0.32	-0.04	0.33
0.21	-0.21	-0.65
-0.56	0.15	-0.06
-0.52	0.11	0.13
-0.14	0.5	-1.42
-0.14	-0.29	-0.5
0.03	-0.03	0.11
0.1	-0.02	0.09
0.25	-0.27	1.4
-0.41	0.15	0.58
-0.96	-0.32	0.58
0.01	0.09	0.21
0.81	-0.15	-0.26
-1.19	0.43	0.51
1.21	0.89	-1.7
1.59	0.82	0.3
0	0.27	0.65
1.09	0.19	-0.4
0.4	0.8	-0.38
0.31	0	0.2
-1.27	0.18	0.26
-0.35	0	-0.12
-0.26	0.21	0.34
0.01	0	0
-0.03	-0.01	0
0.02	0	0
-0.01	0	0
0.01	0	0
0	0	0
0.01	0	0
-0.06	0.01	0
-0.05	-0.01	-0.01
-0.06	0	0
0.01	0.01	0
-0.02	0.01	0
-0.03	-0.01	0
-0.04	-0.01	0
-0.02	0	0
0.02	-0.01	0
-0.04	0	0
-0.01	-0.01	0
0.01	-0.01	-0.01
0.05	-0.01	0
0	0	0
0.03	-0.01	0
0.02	0.02	0.01
-0.01	0.01	0
0.01	0	0
0.02	0	0
-0.01	0	0
-0.02	0	0
0.05	0	0
0.07	-0.01	0
-0.02	-0.01	-0.01
-0.08	0	-0.01
-0.01	0.01	0.01
-0.02	0.01	0
-0.02	0	0
-0.01	-0.01	-0.01
0.03	-0.01	-0.01
-0.02	0	0
-0.02	0	0
0.02	0	0
-0.07	0	-0.01
-0.01	0.01	0
0.05	0	0
-0.05	0.02	0
-0.04	0.01	0
0.07	-0.01	0
0.05	-0.01	0
0.06	0.02	0.01
0.06	-0.01	0
-0.07	0.02	0
-0.04	0	0.01
0.13	0	0
0.01	0	0
0	0	0
0.01	0	0
0.04	0	0
0.01	-0.01	-0.01
-0.06	0.01	0.01
0.01	-0.03	-0.02
-0.01	0	0
0.02	-0.01	0
0	0	0
-0.06	-0.01	-0.01
-0.02	-0.01	0
0.04	0.01	0
0.01	-0.01	0
0.02	0	0
-0.01	-0.01	0
-0.04	-0.01	0
0.01	0	0
-0.03	0.01	0
-0.01	0	0
-0.01	0.01	0
0	0	0
0.01	0	0
-0.03	0	0
-0.02	0	0
-0.02	0.01	0
0.02	0	0
0.05	0	0
-0.02	0	0
-0.03	0.01	0
0.02	0.01	0
-0.03	0	0
0.01	-0.01	-0.01
-0.01	0.01	0
0.04	-0.01	0
-0.03	-0.01	-0.01
-0.01	0	0
0.02	0	0
-0.02	0	0
-0.02	-0.01	-0.01
0.01	0	0
0.01	0.01	0
0.02	-0.01	0
0.02	0	0
0.01	0	0
-0.01	0	0
-0.03	0.01	0
0.01	0	0
0	0	0
0.02	0	0
0.03	0	0
-0.05	0.01	0
-0.01	0	0
-0.03	0	0
0.02	0.01	0
-0.02	-0.01	0
-0.04	-0.01	0
0.01	0	0
0.01	0.03	0.01
-0.02	0	0
0.01	-0.01	0
-0.01	0.01	0
0	-0.01	0
0.13	-0.01	0.01
0	0	0
-0.01	0.01	0
-0.01	0	0
-0.02	0	0
-0.04	0	0
0.03	-0.02	-0.01
-0.03	0.01	0
-0.01	0	-0.01
-0.03	0.01	0
0.01	0	0
0.01	-0.01	0
0.03	0.01	0
0	0.01	0
0	0	0
0.02	0	0
-0.01	0	0
-0.06	0.01	0
-0.01	0	0
0.01	0	0
0	0	0
0.04	0	0
0.02	0.01	0
-0.01	0	0
-0.01	0	0
-0.02	-0.01	0
-0.01	0.03	0.02
0.18	0.02	0
0	0.02	0.01
0.02	0	0
-0.06	0.02	0.01
0.03	0.01	0.01
-0.01	0	0
0	0	0
-0.01	0	0
-0.08	0	-0.01
-0.01	0	0
0.03	0	0
-0.02	0	0
-0.02	0.01	0
0.07	-0.01	0
0.04	0	0
0.01	-0.01	0
-0.01	0.01	0.01
-0.01	0	0
0.01	0	0
0	0	0
0	0	0
0.04	0	0
0.01	0	0
0	0	0
-0.01	0	0
-0.24	-0.38	0.73
-2	-0.32	0.21
-0.24	0.14	0.39
-0.04	-0.04	0.3
0.01	0.01	0
-0.02	0.02	0.04
0.01	0	-0.03
-0.48	0.17	-0.3
-0.18	0.64	0.09
-0.18	0.03	0.04
0.01	0	0
0.05	0	0
0.01	0	0
0.01	0	0
-0.02	0	0
-0.02	0	-0.01
0.05	0	0.01
-0.04	0	0
-0.01	0	0
-0.01	0	0
0	-0.01	-0.01
-0.02	0	0
-0.1	0	0.01
-0.01	-0.01	-0.01
0.04	0	0
-0.09	0	0
-0.01	0	0
0	0	0
-0.05	0	-0.01
0.02	-0.01	-0.01
-0.03	0	0
-0.02	0	0
-0.03	0	0
-0.03	0	0
-0.01	0	0
-0.01	0	0
0.01	0	0
0.01	0	0
-0.03	0	0
0	0.01	0.01
0.17	0.01	0.01
-0.05	0	-0.01
0	0	-0.01
-0.01	0	0
-0.1	0	0
0.03	0	0.01
-0.13	0	0.01
0.06	-0.01	-0.01
0.03	0	0
0	0	0
0.02	0	0
0.04	0	0
-0.02	0	0
0.04	-0.01	-0.01
0.05	0	0
0.04	0	0
-0.07	0	0.01
0.03	-0.01	-0.01
-0.08	0	0
0.06	0	-0.01
0.01	-0.01	-0.01
-0.1	-0.01	-0.01
0.02	0	0
0.04	0	0
-0.01	0	0
0.03	0	0
0.01	0	0
0.01	0	-0.01
0	0	0
0.01	0	0
-0.13	0.01	0.01
0.02	0	0
0.19	-0.06	-0.06
0.04	0	0.01
0.03	0	0
0.01	-0.01	-0.01
-0.08	0.01	0
0.02	-0.01	-0.02
-0.02	0	0
-0.02	0	0.01
-0.05	0	0
0.04	0	0
-0.03	0	0
-0.03	0	0
0.05	-0.01	-0.01
-0.01	0	0
0.03	0	0
-0.04	0	0
-0.01	0	0
0.02	0	0
-0.01	0	0
-0.02	0	0
0.03	0	0
-0.02	0	0
-0.01	0	0.01
0.02	0	0
0.02	0	0
-0.06	0	0.01
0.03	0	0
-0.08	0	0.01
0.04	0	0
0.02	0	0
0.07	0	0.01
-0.08	0	-0.01
0.03	0.01	0.01
-0.03	0	-0.01
-0.03	0.01	0
-0.01	0	0
-0.01	0	0
0.05	0	0
-0.04	0	0
0.02	0	0
-0.01	0	0
0	0	-0.01
-0.01	0	0
0	0	0
-0.02	0	0
-0.01	0	0
0.01	0	0
0.01	0	0
-0.09	0	0
0	0	0
0.01	0	0
-0.04	0	0
-0.02	0.01	0.01
0	0	0
0.02	0	0
0.05	0	0
-0.03	0	0
0.03	0	0
0	0	0
0	0	0
0.01	-0.01	-0.01
-0.01	0.01	0.01
0.02	-0.01	-0.01
0.03	0	0
0.02	0	0
0.02	0	-0.01
-0.01	0	0
0.01	0	0
0	0	0
-0.01	0	0
-0.03	0	0
0.02	0	0
-0.01	0	0
-0.04	0	0
-0.01	0	0.01
-0.03	0	0.01
-0.01	0	0.01
0.01	0	-0.01
-0.04	0	0
0.01	0	0
0.01	0	0
0.01	0	0
0	0	0
0.01	0	0
0	0	0
-0.02	0	0
0	0	0
0	-0.01	0
-0.01	0	0
0.01	0	0
0	0	0
0	0	0
-0.02	0.01	0
-0.01	0	0
-0.01	0	0
0.02	0	0
0	0	0.01
0.04	0	0
0.01	-0.01	-0.01
0	0	0
-0.01	0	0
0	0	0.01
-0.02	0	0
0.04	0	0
-0.01	0	0
0.01	0	0
0.03	0	0
-0.01	0	0
0	0	0
0.01	0	0
0.01	-0.01	-0.01
0.02	0	0
0.01	0	0
-0.01	0	0.01
0	0	0
-0.01	0	0
-0.05	0	0
0.01	0	0
0.04	0	0.01
-0.02	0.01	0.01
-0.01	0	0
-0.01	0.01	0
0.04	0	0
-0.01	0	0
0.05	0	-0.01
0	0	0
-0.01	0	0
-0.03	0	0
-0.01	-0.01	-0.01
0.01	-0.01	-0.01
0	-0.01	0
-0.01	0	0
-0.02	0	0
0.01	-0.01	-0.01
-0.03	0.01	0.01
-0.03	0.01	0
0.05	-0.01	-0.01
-0.01	0	0
0.01	0.01	0.01
-0.05	0	0
-0.04	0	0
-0.03	0	0
0.02	0	0
0	0	0.01
-0.02	0	0
0.02	0	0.01
-0.01	0	0
0.03	0	0
-0.02	-0.03	0.02
-0.01	0	0
-0.04	-0.01	-0.01
-0.02	-0.01	-0.01
-0.04	-0.01	0.01
-0.08	0	0
0.09	0	-0.01
-0.01	0.01	0.01
0	0	0
-0.03	0	0
-0.03	0	0
-0.01	0	0
0.01	-0.01	0
0	0	0
-0.01	0	0.01
-0.01	0	-0.01
0.02	0	0
0.01	0	-0.02
-0.01	0	0
-0.01	0	0
0.02	0	0
-0.02	0	0
0	0	0
0.15	-0.01	-0.01
0.22	0	0.02
1.06	0	0.03
0.27	0	0
-0.33	0.01	0.01
-0.12	0	-0.01
-0.21	0	-0.01
0.02	0	-0.01
-0.14	0	-0.02
0.69	-0.02	0
-0.04	0	0
0.85	-0.02	0
-0.63	0.01	-0.02
0.06	0	0.01
0	0	0
-0.01	0	0
0.03	0	0
0.01	0	0
2.48	-0.15	0.19
-0.03	-0.01	0
0	-0.01	0
-0.07	0.02	-0.01
0.07	0.01	0
-0.42	0	0
-0.14	0	0
-0.16	0	0
0.26	-0.02	-0.01
-0.06	0.03	0
-0.07	-0.02	0
0.01	-0.03	0
0.03	0.01	0
0.04	0.01	0
-0.06	-0.01	0
0.07	0	0
-0.21	-0.01	0
0.08	0	0
-0.06	-0.01	0
0.19	0.01	0
0.15	0	0
-0.03	0	0
-0.07	0.01	0
0.04	0	0
0.02	-0.01	0
-0.02	0	0
0.06	0.01	0
-0.45	0.02	0.01
-0.19	0	0
-0.25	0	0
-0.13	0.02	0.01
0	-0.01	0
-0.18	0.01	0
0.09	-0.02	0
-0.06	0	0
-0.52	0.02	0
-0.01	0.01	0
0.29	-0.01	-0.03
-0.2	-0.02	0
-0.09	0.01	0
-4.24	-0.53	-0.26
0.13	0	0.01
-1.26	0.09	0.14
0.5	-0.01	0.02
0.24	-0.01	0
-0.54	0.01	-0.03
1.35	-0.01	-0.02
-0.7	0.23	0.02
-0.8	0.04	0.01
0.01	0	-0.02
-0.2	0.01	0
-0.12	-1.28	-0.05
-0.17	0	-0.01
5.32	0.13	-0.4
-0.94	0.04	0.02
1.42	-0.14	0.11
-0.04	0.02	0
0.48	-0.03	-0.31
-0.59	0.01	0.04
0.15	-0.01	0
0.27	0	0
-0.05	-0.02	-0.3
-0.47	0.03	0
-0.89	0.03	0.03
0.86	-0.03	0
-0.2	-0.03	0.1
-0.16	0.01	0
-0.19	-0.02	0.04
-0.23	0.01	-0.01
0.02	0.02	0.01
0.21	-0.02	-0.01
-0.04	0.01	0
-0.08	0.01	-0.02
-0.01	-0.02	-0.01
-0.01	0	0
-0.03	0	0
-0.02	0.01	0.01
-0.03	0.01	0
-0.02	-0.01	0
0.02	-0.02	-0.01
0	0.01	0.01
-0.02	-0.01	0
0.03	0	0
0.04	0	0
0	0	0
0.01	0	0
-0.02	-0.01	0
-0.07	0	0
-0.04	0	0
0.04	0	0
-0.02	0.01	0
-0.01	0.02	0.01
0.05	0.01	0.01
-0.06	0.01	0
-0.01	0	0
0	-0.01	-0.01
-0.08	0.01	0
-0.04	-0.01	0
0	0.01	0
2.64	-0.22	-0.02
2.8	0.33	0.31
2.03	0.25	0.06
0.05	-0.01	-0.17
-0.23	0	0
-0.06	0	0
0.03	0.01	0
0.1	0.01	-0.01
0.05	0	0
0.09	-0.02	-0.03
0.12	0.01	-0.02
-0.09	-0.02	0
-0.05	0.01	0
0.02	0.01	0
-0.03	0	0
-0.04	-0.01	0
0.02	0	0
0.05	-0.01	0
-0.02	-0.01	0
0.01	0	0
0.02	0	0
-0.02	0.01	0
-0.01	0.01	0
0.05	0.01	0
-0.03	-0.03	0
-0.05	0	0
-0.02	0	0
0.02	-0.01	0
-0.02	0	0
-0.02	-0.01	0
0	0	0
-0.04	0	0
0	-0.01	0
0.08	0	0
0.08	-0.01	0
-0.09	0.01	0
-0.07	0	0
0.09	-0.01	0
-0.27	0.01	0
-0.49	0.01	0.01
0.04	-0.01	0
0.3	0.01	0
0.29	0.01	0
6.21	0.03	0.12
0.11	0	0
-0.03	0.01	-0.01
0.12	-0.01	0
-0.05	0	0.01
-0.28	0.01	0.02
0.01	0	0
0.29	-0.01	-0.02
0.9	-0.11	-0.07
2.03	-0.39	0.27
-2.9	0.11	-0.16
-0.12	0.02	0
0.19	0	0.02
0.03	0.01	0.01
0.01	0	0.01
-0.01	0.01	0.01
0.04	0	0
0.05	-0.01	-0.04
0.01	0.01	0.03
0	0	0
-0.03	0	0.01
-0.08	0	-0.02
0.01	0	0.01
0.02	0	-0.01
0.03	0	-0.01
-0.1	0.01	0.01
0	0	-0.01
-0.06	0	-0.02
-0.07	0	-0.01
-0.01	0	0.02
0.09	-0.01	0
-0.04	0	0
0	0	-0.01
0.58	-0.01	0
-0.15	0	0
0.13	-0.02	-0.02
0.01	0	0.01
0.26	-0.01	-0.01
0.42	-0.04	-0.08
-0.2	0	-0.01
0.11	0	-0.01
0.12	0	0
0.11	0	0.01
-0.04	0.01	0.01
-0.1	0	-0.01
0.07	0	0
0.07	-0.03	-0.07
-0.03	0	0.01
-0.13	0	-0.01
0.34	-0.01	-0.01
-0.18	0	0.01
0.11	0	0
-0.03	0	0
0.09	-0.01	0
-0.19	0	0
-0.01	0	0
-0.07	0.01	0.01
-0.1	0	-0.01
-0.02	0	0.01
0.04	0.01	0.05
0.03	0	0
-0.07	0.01	0.02
0	0	0.02
-0.04	0	0
0.07	0.01	0.04
0.01	0.01	0.04
0	0	-0.02
0.11	0.01	0.01
0.02	0	0
-0.15	0	-0.01
0.03	0	0.05
-0.06	0.01	0.03
0.06	-0.01	-0.02
0.05	0	-0.01
0.06	0	0.03
-0.03	0	0
-0.05	0	0.02
-0.07	0.01	0.01
-0.26	0.01	0.03
-0.14	0	-0.05
0.12	0	-0.02
-0.03	0	0.01
0.22	0	0.02
-0.02	0	0
0.02	0	0.03
0.02	0	0.01
0.04	0	0.03
-0.04	0	-0.02
-0.07	-0.01	-0.03
-0.05	0	-0.01
-0.03	0.01	0.04
-0.15	0.01	0.02
-0.04	0	0
-0.06	0	0
-0.02	-0.01	-0.01
0.2	-0.01	0.04
0.46	-0.01	0
0.11	0	0
0.04	-0.01	0.02
0.18	-0.01	0
0.06	0	0.01
0.13	0	0.01
0.12	0	0.05
-0.14	0	0.01
-1.28	-0.02	-0.02
-0.21	0	0
0.05	0	0
-0.11	-0.01	0.02
0.01	0	0.01
0.02	0	0
-0.02	0.01	-0.01
-0.05	0	0
-0.02	0	0.01
0.02	0	0
-0.12	0	0
-0.05	0	-0.01
0	0.02	-0.02
-0.03	0	-0.01
-0.03	0	0.01
0.01	0	0
0	0	0.01
-0.03	0	0
-0.08	0.01	-0.01
-0.24	0.01	-0.01
0.03	0.01	0.01
-0.05	0	0
0.04	0	0
-0.07	0	0.01
0.03	-0.01	0.01
-0.01	0.01	-0.02
0.07	-0.02	0.02
0.03	0	0.01
-0.12	0	0
0.02	0	0
0.02	-0.01	0.01
-0.03	0	0
-0.07	0	0
0.01	0	-0.01
-0.02	0	0
-0.02	0	0
-0.03	-0.02	0.02
0.06	0.01	-0.02
0.07	-0.01	0
0.01	0.03	-0.04
-0.03	-0.01	0.02
-0.02	0.01	-0.01
-0.02	-0.03	0.03
-0.06	0.01	-0.01
-0.01	-0.02	0.02
0.02	-0.01	0.02
-0.08	0	0
0.01	0	-0.01
0.04	0.01	-0.01
0.02	-0.01	0.01
-0.12	0.02	-0.02
0.02	-0.01	0.01
-0.03	0	0
-0.04	-0.02	0.02
-0.04	0.01	-0.02
0.07	-0.03	0.03
0.01	0.02	-0.02
0.06	0	-0.01
0	0	0
0.02	-0.05	0.07
-0.01	0	-0.01
-0.03	0.08	0.09
-0.02	0.04	0.03
-0.04	0.07	0.04
-0.18	0.01	-0.01
0.03	0	-0.01
-0.02	0	0
-0.21	0.06	0.07
0.38	0.06	0.05
0.12	0.02	-0.02
-0.17	-0.02	0.03
0	-0.02	0.01
0.02	0.01	0
0.09	0	0
0	-0.02	0.01
-0.12	-0.04	0.01
0.04	0.01	0
-0.18	-0.02	0.01
-0.03	0	0
-0.01	-0.01	0.01
0.07	-0.02	0.02
-0.03	-0.02	0.02
0.01	0.02	-0.02
0.04	0.02	-0.01
-0.06	-0.05	0.03
0.03	0.01	0
0.02	0.06	-0.04
0.36	0.01	0.02
0	-0.01	0
-0.03	0	0
0.01	-0.03	0.02
-0.03	-0.01	0
-0.21	-0.06	0.04
0	-0.01	0
-0.02	-0.02	0.01
-0.01	-0.01	0
-0.01	-0.02	0.01
0.19	0.04	-0.03
0.04	0.02	-0.01
0.17	0.03	-0.01
0.12	0.03	-0.01
-0.06	-0.02	0.01
0.05	0.02	-0.01
-0.14	-0.01	0.08
-0.04	-0.01	0.01
-0.19	-0.05	0.03
0.08	0.02	-0.01
-0.05	-0.01	0
0.06	0	0
0.01	0.01	0
-0.01	-0.01	0
-0.1	0	0
0.08	0	0
0.03	0.01	0
-0.09	-0.01	0
0.01	0	0
-0.02	0	-0.01
-0.03	0	0
-0.01	-0.02	0.01
-0.02	0.06	0.08
-0.07	0	0
0.02	-0.01	0.01
0.01	0.01	0
-0.02	0.01	0.02
-0.02	-0.02	0.01
0.01	0.04	-0.01
0.01	0.01	-0.01
-0.09	0	0
0.04	-0.01	0.01
-0.04	-0.03	0.02
0.05	-0.01	0
-0.02	0	0
0.03	-0.01	0
-0.03	0.01	-0.01
0.01	0	0
0	-0.02	0
0.04	0	0
0.03	0.06	0.03
0	0	-0.01
-0.07	0	0.01
0.18	0	-0.01
-0.07	0	-0.01
0.05	0.01	0
-0.05	-0.01	0.01
-0.05	0	0
0	-0.01	0
-0.12	0.03	0.04
0.2	-0.01	-0.01
0.05	0.04	0.02
0.04	0.05	-0.02
-0.06	-0.02	0.07
0.13	0.14	0.14
0.1	0.04	0.01
0.21	0	-0.01
0	0.03	0.01
0.02	-0.01	0.01
0.07	0	0.01
0.01	0.02	-0.01
-0.03	0.01	-0.01
0.01	0.01	-0.01
-0.01	0	0
-0.1	0	0
-0.02	0.01	-0.02
0	-0.04	-0.05
-0.05	-0.02	0.01
0.02	-0.02	-0.02
-0.08	0	0.01
-0.05	-0.02	0.01
0.03	0.01	0
-0.01	-0.01	0.01
0.09	-0.03	0.02
0.08	0.02	-0.01
0.1	0.04	-0.03
-0.06	-0.01	0.01
0.27	-0.04	0.03
-0.19	0	0
0.03	0	0
0	-0.01	0
0.1	-0.01	0
0.01	0	0
0.03	-0.01	0.01
-0.02	-0.03	0.02
0.2	0	-0.01
0.17	-0.07	0.05
-0.08	0.02	-0.01
0.2	-0.01	0
0.05	-0.01	0.01
0.05	-0.01	0.01
-0.22	0.01	-0.01
0.06	-0.04	0.02
0.06	-0.02	0.01
0.06	0.02	-0.01
0.08	0	-0.01
-0.11	0	0
-0.02	0	0
-0.01	0.01	0
0.02	0	0
0.01	-0.01	0
0	0	0
0	0	0
-0.09	0.01	-0.01
0.02	0	0
0.05	0	0
-0.02	-0.05	0.03
0.05	0.02	-0.02
0.12	-0.01	0
0	0	0
0.12	-0.02	0.01
0.04	0.02	-0.02
0.05	0	-0.01
-0.05	0.04	-0.02
0.07	-0.01	0
0.03	-0.03	0.02
-0.08	-0.04	0.03
0.01	0	0
-0.01	0.01	-0.01
0.02	0	0.01
-0.01	-0.02	-0.01
0.01	0	0
0.14	-0.02	0.01
0.05	-0.01	0.01
-0.18	0.02	0.02
-0.02	-0.05	-0.03
0.11	-0.01	0.01
0.07	0.02	-0.01
0.14	-0.02	0
0.09	-0.02	0.01
0.06	0.01	0
-0.25	-0.01	0.01
-0.09	0.02	0.02
-0.66	0.03	0.06
-0.07	0.01	0.08
-0.05	0.01	0
0	-0.03	0.01
-0.03	-0.02	0
0.01	-0.02	0
-0.12	-0.01	0.01
-0.22	-0.04	0.04
-0.02	0.02	0
0.09	0	-0.01
0.05	0.01	-0.01
-0.06	-0.03	0.01
0.05	0.02	-0.01
0.12	0.01	-0.01
0.07	0.01	0
-0.01	-0.01	0
0.24	0.06	0
0.1	0.02	0
0.04	0.01	-0.01
0.06	-0.01	0
-0.01	0	0
-0.05	0.01	0
0.01	0.01	0
0.03	0.01	0
-0.03	-0.01	0
0.03	0.01	0
-0.21	-0.05	-0.06
-0.05	0	0
0.16	0.02	0
-0.12	-0.05	0.01
-0.06	-0.01	0
-0.11	-0.01	0
0.01	0.01	0
-0.07	0.02	0
0.01	0	0
-0.04	0	0
0.1	0.01	0
0	0	0
0.02	0.01	0
0.08	0.01	0.01
-0.16	0.01	0
0	-0.02	0
-0.1	-0.02	0
-0.09	-0.01	0
-0.06	0.01	0
0.05	-0.01	0
-0.01	0.01	-0.01
0.02	-0.01	0
-0.04	0	0
0.06	-0.01	0.01
0.01	0	0
-0.02	0	0
-0.1	-0.01	0
-0.02	0.01	0
-0.06	0	0
0.02	0	0
-0.05	-0.02	0
-0.02	0.01	0
-0.01	-0.01	0
0.01	-0.01	0
0	0.01	0
0.04	0	0
0.01	0.02	0
0.01	0.01	0
0.03	0	0
0.01	-0.02	0
-0.05	-0.01	0
0.11	-0.02	0.01
0.02	0	0
0.01	0.01	0
-0.01	-0.01	0
-0.03	0	0
0	0	0
0.02	0.01	0
0.02	0	0
-0.03	0.01	-0.01
0	0	0
0	-0.01	0
0.02	-0.01	0
-0.06	-0.02	0
0.02	0	0
-0.02	-0.01	0
0.04	-0.01	0
-0.15	-0.03	0
-0.03	-0.01	0
0.05	0.01	0
0.08	-0.01	0
0.14	-0.01	0.01
0.1	0.01	0
-0.02	0	0
-0.11	0.01	0
-0.12	-0.05	0
0.24	0.04	-0.01
-0.13	-0.01	0.01
-0.19	0	0
0.18	-0.03	0.03
-0.18	-0.01	0
0.3	-0.02	0
-0.17	-0.01	0
0.04	0	0
0.02	0.03	0
0.02	0.02	0
-0.01	0.01	0
0.04	-0.02	0
0.3	0	0
0.01	-0.01	0
0.06	-0.01	0
0.07	0.01	0
0.08	-0.03	0
-0.44	0.01	0
0.08	-0.01	0
-0.18	-0.02	0
-0.01	-0.03	0
0.06	0.05	0
-0.16	-0.01	0
-1.14	0.08	0.01
0.03	0.01	0
0.06	0	0
-0.01	-0.01	0
0.03	0	0
-0.01	0.06	0
0.06	0.01	0
0	0	0
-0.08	0.06	-0.01
-0.29	-0.04	0
0.25	0.03	0.01
-0.07	0	-0.01
-0.06	0.02	0
0.01	-0.01	0
0.02	0	0
-0.05	0.01	0
0.01	0	0
0.03	-0.01	0
0	0	0
-0.03	0.01	0
-0.08	0	0
0.01	0	0
0.02	0.01	0
0.02	0.01	0
0.01	0	0
-0.05	-0.02	0
0.01	0	0
-0.03	0	0
-0.01	0	0
-0.01	0	0
-0.09	0.01	0
-0.02	0	0
-0.01	0	0
-0.01	0	0
0.02	0	0
-0.01	0	0
-0.01	-0.01	0
0.05	0	0
0.04	0	0
-0.02	0	0
-0.01	-0.01	0
0	0	0
-0.01	0	0
-0.04	0	0
0.04	-0.02	0
-0.03	-0.01	0
0	-0.01	0
0.01	-0.01	0
0.01	0	0
0.03	-0.01	0.01
0	0.03	0
-0.08	0	0
0.32	-0.01	0
0.03	0.02	0
0.09	-0.02	0
-0.02	-0.01	0
0	0	0
0.03	-0.01	0
0.04	0.01	0
-0.03	0	0
0.02	0	0
0	0	0
-0.04	-0.01	0
0.02	-0.05	0.01
0	0.02	0
-0.1	-0.03	0
0.06	-0.02	0
0.05	0.01	0
0.2	0.02	0
-0.14	-0.03	0
-0.04	0	0
0	0.01	0
0.04	0.05	0.01
-0.04	0.03	0
0.14	-0.03	0
0.11	0.01	0
0.05	-0.01	0
0.02	-0.01	0
0.02	0.01	0
-0.01	-0.01	0
-0.08	-0.01	0
0.01	-0.01	0
0.33	-0.01	0
-0.32	0.01	0
-0.14	0.01	0
-0.23	-0.02	0
-0.18	-0.01	-0.01
-0.11	-0.05	-0.01
-0.02	0.03	0
0.03	-0.01	0
-0.01	0.01	0
0.01	-0.03	0
-0.06	0	0
0.1	0.01	0
-0.03	0.01	0
0.05	0	0
-0.08	0	0
-0.01	0.01	0
0	-0.01	0
0.01	-0.01	0
-0.02	0	0
0.03	0.01	0
0	0	0
-0.03	0	0
0.05	0	0
0.35	0.02	-0.01
0.07	0.01	-0.01
0.44	0.01	0.01
-0.27	-0.01	0.01
-0.19	-0.02	0
0.35	0.01	0.09
-0.52	-0.03	0.01
0.37	-0.02	0
-0.48	0.02	0.02
1.17	0.35	-1.15
-0.06	-0.01	0
-0.01	0.01	0.01
-1.3	0	-0.16
0.06	0.01	0
0.15	-0.01	0
0.15	-0.01	0
2.43	0.71	-1.21
0.13	0.09	0.03
0.08	0.02	0
-0.31	0.01	0.01
0.24	0	0
0.02	-0.01	0
-0.19	0.01	0
0.15	0	0.01
-0.12	-0.01	-0.01
0.02	0.02	0.01
-0.12	0.01	0.01
-0.49	0	0
-0.2	-0.01	0
0.26	-0.04	0
0.29	0	0.01
0.19	0	0
0.09	-0.01	-0.01
-0.01	0	0
0.19	-0.01	0
0.09	0.01	0
0.28	-0.04	-0.01
0.03	0	0
0.14	0.01	0.03
-0.73	0	-0.02
0.02	0	0
-0.12	-0.01	0
-0.02	-0.01	0
0.04	-0.02	0
0.07	-0.01	0
0.04	0	0
-0.05	0.02	0.01
0.94	-0.01	-0.06
0.84	0.12	0.15
-0.07	0	0.02
0.23	0	0.01
0.03	0.02	0.06
0.14	0	0.02
-0.62	0.36	0.04
0.17	0.01	-0.02
-0.32	0	-0.01
-0.35	0	0.02
-0.2	-0.18	-0.04
2.15	-0.23	0.01
-1.82	0.21	-0.17
-0.15	0	-0.01
-0.14	0	-0.02
0.13	0	0.02
1.43	0.02	0.09
-0.12	0	-0.01
-0.01	0	0.02
0.01	0	0.02
-0.7	0	-0.01
3.65	0.15	0.06
0.38	0	0
-0.69	0.01	-0.02
-0.09	0.01	0
-0.32	0.02	-0.01
0.08	-0.04	-0.07
-0.05	-0.02	0.01
-0.2	0	0.01
-0.1	0.03	-0.02
0.45	0.05	-0.03
-0.48	-0.06	-0.04
0.56	1.11	-0.02
