Linear Accel. [X]	Linear Accel. [Y]	Linear Accel. [Z]
0.05	0.12	-0.06
0.15	-0.4	0.96
-0.11	-0.43	0.21
0.02	-0.08	0.19
-0.02	0.03	0.37
-0.32	0.08	0.59
0.53	-0.25	-0.03
-0.01	0.36	-0.12
-0.19	-0.38	0.37
-0.94	-0.24	1.57
-0.46	-0.64	0.16
1.5	0.28	-0.23
-0.34	0.19	-0.35
0.18	0.97	-0.28
-0.99	-0.25	-0.13
-0.53	0	0.89
-0.8	0.65	0.82
-0.33	1.26	-0.11
0.38	1.49	1.79
1.35	-2.63	-4.05
0.31	-1.78	-0.47
0.35	-2.04	0.84
-0.97	-0.41	-0.14
-0.52	0.83	0.61
-0.37	1.36	0.54
0.26	0.05	1.03
-0.16	2.6	1.01
-0.43	-0.61	-0.44
-0.35	0.83	1.24
-0.72	1.62	0.11
0.65	0.85	1.99
0.82	-0.41	-1.03
1.59	-1.55	0.89
2.25	-4.17	-0.57
0.89	-2.23	0.18
0.3	-0.97	-0.08
-0.79	-0.97	0.51
-1.33	0.44	-0.62
-0.59	-0.56	0.32
-1.59	1.26	0.15
-1.61	2.68	0.08
0.38	1.46	0.05
0.72	0.19	-0.23
-0.54	0.59	-0.23
2.11	1.57	-1.1
0.53	1.39	1.64
1.58	0.58	-1.13
1.48	-0.6	2.68
2.16	-2.21	-1.13
1.08	-1.24	1.55
1.74	-1.42	-1.34
-0.18	-2.22	1.45
2.23	-1.34	-0.55
0.87	-3.34	1.02
1.79	-1.29	0.17
0.35	-2.95	1.75
1.14	-3.34	0.96
0.19	-4.23	3.3
2.03	-2.31	-0.71
-1.14	-3.75	2.52
1.76	-1.81	-1.86
2.08	-3.57	2.98
-0.65	-0.48	-0.24
-1.01	-1.01	1.06
-0.45	0.92	0.55
0.07	-1.87	0.91
-0.79	1.57	0.93
-1.94	-0.4	0.29
-1.64	1.73	-0.37
-1.73	-0.24	-0.06
-2.22	1.61	0.66
-2.58	0.76	-0.45
-1.28	1.49	0.38
2.68	2.92	-1.5
2.18	-0.64	1.33
1.92	-1.14	-1.55
3.79	1.35	0.6
1.84	-2.15	-0.47
2.56	0.94	1.29
3.45	-2.64	-0.41
1.91	-2.45	0.93
4.39	0.9	-0.5
3.44	-0.3	2.39
3.83	-1.45	0.26
4.27	-1.45	1.35
3.6	0.42	0.41
1.97	0.42	2.14
1.36	-1.95	-0.48
2.25	-1.45	-0.58
1.32	-0.54	-0.17
-1.24	-1.43	0.1
-2.65	1.22	0.61
-2.56	0.77	1.37
-1.22	1.32	0.16
2.07	2.23	-1.48
2.17	1.16	0.95
2.53	0.69	-1.43
1.7	1.82	0.32
4.81	-0.41	0.25
2.12	-2.33	0.31
2.05	-0.75	-0.01
1.68	-2.51	1.03
1.02	-0.33	-0.14
1.57	-1.99	-0.41
1.74	-0.46	-0.05
2.07	-2.21	-0.03
2.42	-0.95	-0.86
4.64	-0.97	2.14
4.54	0.08	-1.51
2.57	1.1	1.16
5.02	-0.92	-1.51
3.53	-0.41	1.17
4.09	-0.23	-1.1
2.25	-0.82	0.32
2.86	-1.82	-1.61
2.12	-1.95	0.57
1.68	0.04	-0.46
-0.31	-3.78	1.04
1.66	-0.12	-0.34
-1.42	-1.22	0.99
0.37	0.6	-0.08
0.14	-1.93	1.37
-2.18	0.89	0.41
0.67	-2.33	1.56
1.68	0.27	-1.06
5.14	-1.25	1.91
4.76	-1.53	-0.43
3.37	-1.12	2.21
2.57	-1.16	-1.83
3.43	1.11	1.27
0.77	0.12	-0.69
0.23	1.78	1.61
3.68	1.31	-2.5
1.65	1.56	2.72
0.98	0.63	-0.35
-0.75	1.21	0.78
-3.53	1.26	-0.12
-3.24	1.5	0.85
-3.03	1.24	-0.56
-1.67	0.15	0.63
-2.28	0.15	0.5
-3.23	1.93	0.4
-1.84	0.39	0.9
-3.03	0.89	0.12
-2.47	0.85	-0.09
-2.94	2.03	1.19
-2.1	0.71	0.14
-1.96	0.86	0.25
-1.18	-1.37	0.57
-1.76	0.29	0.86
-1.05	-0.77	1.03
-2.67	1.19	-0.29
-1.83	1.03	0.86
-3.22	1.19	0.04
-2.18	2	-1.21
0.32	1.51	0.58
4.83	0.52	-1.19
2.87	0.91	2.57
0.41	0.75	-1.51
3.62	0.13	1.38
2.63	0.84	-1.24
2.49	1.68	1.59
3.64	1.68	-0.65
2.6	1.7	1.08
3.07	0.84	-1.23
1.9	1.89	2
-0.73	0.03	1.09
2.87	1.23	1.48
5.07	0.97	0.23
4.05	-0.67	2.07
5.21	-0.23	1.22
2.3	-1.13	1.36
2.13	-1.39	-0.42
1.78	-3.64	2.01
0.87	-1.44	-1.12
4.1	0.6	2.12
3.4	0.62	-0.32
0	0.7	1.43
2.01	0.83	-0.91
-0.44	2.44	0.08
-2.7	0.73	0.16
-3.24	0.38	-1.99
-2.76	1.73	0.11
-5.06	1.42	-1.07
-2.27	1.58	-2.29
-2.43	0.64	-3.98
-1.85	-0.31	-2.06
-1.35	0.71	-2.33
-1.46	-0.1	-1.54
-1.48	-2.85	-2.11
-1.94	-0.58	-2.41
-1.22	-0.84	-1.82
-1.76	-0.41	-1.96
-1.71	-0.21	-2.05
-2.26	0.72	-0.82
-1.48	-0.97	-2.7
-0.53	-0.08	-0.24
-0.26	-1.41	-0.75
0.06	0.22	0.59
1.12	-3.57	0.44
3.06	0.62	1.74
3.05	-3.91	1.14
1.34	-0.73	-0.04
-0.59	-2.29	2.03
-0.38	-1.9	0.03
-1.16	-0.57	1.38
-0.65	-0.52	1.33
-0.01	0.33	0.37
1.82	-0.43	0.63
1.02	-1.74	2.44
2.95	0.14	-0.16
2.7	-0.84	-0.47
2.86	0	-0.33
4.79	-0.9	-0.2
4.6	-1.35	0.35
5.55	-1.91	-1.4
1.78	0.92	1.81
3.73	0.52	-1.84
0.1	-0.13	0.32
2.46	0.9	-1.5
3.52	-0.02	-0.35
4.09	2.43	-4.57
2.7	1.48	1.68
0.95	-0.33	-0.97
3.2	0.82	-0.05
0.18	0.77	0.45
2.22	1.9	1.03
1.57	2.89	-2.26
0.32	1.83	-3.36
6.85	0.66	-3.29
2.55	-1.94	1.46
2.66	-3.59	2.68
3.63	-0.15	-1.84
4.04	-0.62	-1.43
2.93	-1.57	0.66
2.54	-2.3	-0.89
3.42	-0.65	-2.17
4.32	1.05	-0.94
5.06	2.6	-0.44
3.84	2.99	-1.79
1.13	1.81	-0.1
-1.78	-0.16	2.56
1.33	1.28	1.24
0.88	-0.46	2.99
1.25	1.14	-0.23
0.07	0.11	-2.12
0.97	0.6	0.15
-1.54	0.46	-0.85
0.77	2.09	0.46
-1.02	0.79	0.58
-0.06	1.83	0.58
1.32	0.4	1
-0.95	0.87	0.78
-0.53	0.47	-0.54
-2.03	0.97	1.05
-4.54	0.6	0.03
-4.31	1.68	1.24
-2.55	0.44	0.27
-1.82	0.41	1.43
-2.1	0	0.39
-0.72	0.65	0.34
-2.11	-0.01	0.81
-2.71	1.13	2.41
-1.41	1.08	-0.68
-3.32	-1.3	3.04
-0.14	-0.87	-0.51
-1.93	0.25	1.8
-3.76	1.22	0.8
-3.26	1.52	2.15
-3.09	1.7	0.72
-1.92	-0.21	1.18
-1.33	-1.83	3.44
1.46	-0.72	-0.01
3.52	0.77	-4.17
2.25	1.2	-0.02
2.81	-0.34	-0.87
3.45	-0.29	0.3
2.66	-2.15	1.78
1.28	-1.1	1.64
4.92	-0.78	0.57
3.59	-0.47	-0.02
0.63	0.35	-0.81
-0.61	0.18	0.18
-1.5	0.02	0.61
-1.29	0.42	1.43
-2.99	0.83	0.42
-3.03	0.38	1.68
-2.34	0.54	-0.14
-2.03	0.85	0.57
-2.94	1.26	0.1
-3.42	-0.21	1.59
-1.92	0.81	0.18
-0.79	0.56	0.45
-1.88	0.89	-0.41
-4.01	0.34	1.21
-3.85	1.14	0.83
-0.19	2.38	0.78
-1.16	0.23	-0.14
-0.87	0.83	1.25
-1.6	0.43	-0.18
1.39	0.64	0.11
-1.86	0.37	-1.42
-0.44	-0.11	0.59
-0.98	-0.76	0
-3.25	2.3	2.21
-0.62	-2.2	3.73
0.28	2.04	2.24
6.74	2.3	-5.24
1.25	1.48	-3.79
2.68	-2.1	0.7
1.92	-0.8	0.3
-0.12	1.36	4.17
-0.47	-2.99	-0.48
0.34	0.65	2.42
-2.53	0.54	0.89
-2.81	1.98	1.16
-0.81	-1.79	-0.5
-0.44	0.85	2.82
-1.6	-0.55	-0.08
1.41	0.55	2.11
1.78	2.32	-4.2
-1.17	0.91	1.98
-1.31	1.26	0.49
-0.46	1.09	0.91
-1.74	0.53	-0.78
-0.62	0.06	2.4
0.79	1.67	-1.58
3.12	3.2	-1.15
0.39	0.99	-4.47
0.09	0.17	1.37
2.57	0.08	-0.2
-1.2	-2.7	2.94
1.52	-2.67	4.83
3.67	-3.11	2.93
1.91	-2.27	4.03
1.16	-3.52	1.57
0.14	-1.63	4.63
4.13	-1.22	2.05
3.93	-3.56	2.32
2.57	-3.53	1.7
-0.97	0.03	3.22
2.15	-3.01	1.26
-1.27	0.98	1.9
-1.62	-0.38	1.37
-1.81	0.59	2.74
-3.54	0.86	1.37
-3.47	0.19	4.61
-2.71	-0.4	0.98
-0.85	0.38	3.22
1.7	-2.77	1.06
-1.67	1.43	2.06
3.57	-2.54	2.31
0.35	-0.27	3.37
2.15	-1.49	3.41
-0.71	-1.38	3.63
2.16	-1.12	1.92
-0.48	-1.41	2.97
1.05	-1.84	2.17
-2.32	0.48	2.08
-0.95	-0.73	-0.07
-1.97	0.33	2.16
-3	0.35	-0.28
-1.6	0.99	1.86
-2.87	0.31	2.52
-1.03	0.35	2.1
-1.11	0.56	0.16
4.76	0.18	-1.62
5.33	-1	-2.75
0.11	2.9	-2.84
2.36	-1.9	2.47
2.69	-2.34	2.6
1.9	-0.43	1.92
4.91	-1.33	0.52
0.54	-1.45	2.36
-0.3	-1.23	0.49
-1.95	2.22	2.68
-2.49	-0.24	1.24
-1.39	-0.32	1.22
-3.31	0.89	1.48
-1.42	2.01	2.19
-3.13	-0.2	0.65
-1.69	0.59	2.41
0.39	-1.65	-0.24
-2.24	0.18	2.98
-1.8	-0.03	2.24
-1.79	-0.07	3.8
-1.65	-1.28	1.45
-2.33	0.71	1.82
-3.13	-0.49	1.48
-3.16	1.33	2.39
-3.86	0.72	1.46
-2.93	0.51	1.4
-4.15	-1.24	-0.79
-2.41	-0.08	1.3
0.19	-0.23	2.84
2.82	0.98	2.68
4.04	0.91	-3.61
4.15	-0.24	-5.2
0.39	-1.48	3.97
-2.34	-3.78	1.91
-1.03	-0.15	2.33
-0.8	-1.94	1.31
-3.39	0.87	2.08
-2.22	-0.47	2.59
-3.21	1.04	1.72
-3.01	0.05	-0.28
-0.7	-0.96	1.27
-3.82	2.22	2.31
-2.05	0.2	1.48
-1.98	-0.69	0.19
-2.74	0.07	1.47
-1.18	-0.16	-0.08
-3.4	-0.26	0.91
-3.42	0.82	-0.18
-0.59	-0.59	1.2
-2.22	0.72	0.68
0.69	0.45	0.42
3.84	1.56	-2.02
-0.05	0.37	-1.93
4.81	-1.31	-3.32
2.5	-2.4	-1.46
6.9	-0.47	-3.22
2.14	-0.58	-3.15
2	-0.29	-0.95
3.25	0.34	-2.73
1.74	-0.05	-2.09
1.78	0.73	-0.23
0.79	-0.14	-3.27
1.48	-2.34	1.3
-1.27	-2.56	2.35
-1.22	-1.6	1.67
-1.92	-1.26	-0.23
-3.01	-0.33	1.49
-4.81	0.22	0.27
-3.18	0.43	1.05
-3.77	0.13	1.35
-2.33	0.26	2.7
-0.39	-2.8	-0.16
-0.65	-0.27	3
-1.44	-1.85	0.59
-2.16	0.06	2.8
-1.69	-0.76	1.42
-2.66	1.46	2.41
-2.2	-0.6	0.2
-1.63	0.1	3.38
-2.83	-0.38	2.05
-3.32	0.55	3.53
-1.61	-1.58	0.59
-0.6	-1.24	3.39
0.59	-3.66	0
-1.07	-1.47	3.61
-1.07	-2.04	-0.17
-1.91	0.17	2.2
-1.77	-1.96	1.83
-0.58	-0.31	2.07
-1.18	0.02	-0.55
-0.73	-0.39	1.08
-0.51	-1.94	1.24
1.81	-1.83	-0.6
1.43	-0.55	0.22
0.52	-0.41	0.23
0.92	-0.31	-0.19
1.22	-2.28	0.9
-0.23	-0.84	-0.26
-0.56	-0.02	0.44
-0.09	-0.96	0.85
-0.83	-0.49	-0.94
-1.95	-0.38	0.21
1.2	-0.2	1.74
-0.98	-1.06	1
-1.63	-0.15	-1.58
2.76	-0.05	-0.83
-0.2	-0.27	0.35
1.23	1.82	3.42
0.05	-0.16	-0.41
-0.09	-2.18	-0.05
-1.33	0.11	0.79
0	-0.15	-0.09
0.13	-0.24	0.12
0.1	-0.08	-0.05
-0.04	0.03	-0.06
-0.12	-0.13	-0.01
-0.2	0.08	-0.08
-0.02	0.02	-0.06
0.06	-0.11	0.1
0.07	-0.24	0.22
-0.1	-0.08	0.27
-0.08	0.11	0.03
-0.03	0	-0.25
-0.15	0	0.35
-0.24	-0.02	0.13
0.09	-0.01	0.27
-0.05	0.15	-0.35
0.08	-0.17	0.12
-0.01	-0.23	0.51
0.13	-0.14	0
-0.12	0.23	-0.08
-0.07	-0.17	0.32
-0.08	0.2	0
-0.1	0.1	-0.27
0.09	-0.14	0.28
0.05	0.06	0.18
0.06	-0.18	0.34
-0.16	-0.08	0.14
0.01	0.08	0.01
0.01	-0.04	0.2
-0.16	0.13	0
0.15	-0.36	0.31
-0.53	-0.12	-0.03
-0.05	0.07	-0.18
-0.02	0.17	-0.07
-0.09	0.17	-0.29
-0.02	-0.19	0.38
0.03	-0.12	0.19
-0.13	0	-0.03
0.01	0.05	0.11
0.08	0.07	0.31
0	-0.14	0.14
0.19	-0.08	0.02
-0.12	0.08	0
0.03	0.19	-0.53
-0.24	0.02	0.31
-0.02	0.18	0.49
-0.1	0.03	0.23
0	0.56	-0.68
0.13	0.07	-0.5
0	0.04	-0.14
0.16	-0.16	0.71
-0.27	0.16	0.09
-0.12	0.22	-0.26
-0.2	0.5	-0.42
0.04	0.04	0.22
0.06	-0.14	0.42
-0.15	-0.3	0.76
0.12	-0.18	0.39
0.36	-0.21	0.43
-0.07	0.23	-0.21
-0.12	0	0.31
0	0.11	0.09
-0.09	0.24	-0.49
-0.09	-0.04	0
0.02	-0.1	0.45
0.32	-0.11	0.37
-0.02	0.24	-0.08
-0.03	0	0.08
0.08	-0.12	0.29
-0.09	0.16	-0.03
0.02	0.06	0.17
0.15	0	0.06
-0.18	0.17	0.08
-0.04	0.07	0
0.19	-0.04	0.12
-0.12	-0.1	0.07
-0.18	0.06	0.03
0	0.1	-0.17
-0.13	0.06	0.05
-0.04	0.25	-0.12
0.03	-0.11	0.12
-0.07	0.14	-0.05
0.03	0.02	-0.03
-0.09	0.06	0.02
0.24	0.09	-0.02
-0.05	0.03	0.11
0.02	0.11	-0.14
0.1	-0.21	0.36
0.16	-0.01	-0.11
-0.04	0.1	0.05
0.03	-0.12	0.22
0.11	-0.14	0.31
0.05	0.05	-0.07
0	0.11	-0.03
-0.01	0.14	0.09
-0.12	0.03	0
0.19	0.06	0.09
-0.05	0.15	0.01
-0.03	-0.15	0.23
-0.02	0.08	0.15
0.01	0.04	0.16
0.13	0.16	0
0	-0.02	0.14
-0.17	0.11	0
0	-0.08	0.13
0.07	0.01	0.12
0.09	0.13	-0.02
0.14	-0.15	0.15
0.02	0.06	-0.32
-0.02	-0.09	0.04
-0.01	0.47	-0.69
-0.12	0	0.26
-0.1	0.13	0.11
0.37	0.04	0.08
0.11	-0.12	0.03
0	0.14	-0.09
-0.2	0.2	-0.04
-0.01	0	-0.1
-0.09	0.09	0.05
-0.35	0.11	-0.09
-0.25	-0.2	0.35
-0.26	0.05	0.1
-0.13	0.03	-0.15
0.06	0.03	-0.09
-0.05	0.1	-0.16
0	0.03	0.16
-0.02	-0.01	0.16
-0.07	0.27	-0.17
-0.06	0.13	-0.04
0	0.09	0.17
-0.01	0.02	0.07
0	0.06	0.09
0.43	0.22	-0.05
-0.01	-0.02	0.25
-0.01	0.07	0.08
-0.04	0.02	-0.09
-0.11	-0.01	0.32
-0.08	-0.02	0.1
-0.11	0.23	-0.13
-0.04	-0.07	0.11
0.03	-0.15	0.31
0.43	-0.05	0.12
0.25	-1.03	1.78
0.03	0.21	-0.34
-0.12	0.15	0.06
-0.12	0.23	-0.34
0.14	-0.26	0.38
-0.02	0.13	-0.09
-0.05	0.08	0.05
0	0.03	0.08
0	0.02	0.01
0.03	0.04	-0.08
0.02	-0.08	0.03
0.01	0.01	0.08
-0.02	-0.06	0.04
0.02	0.25	0.24
0.09	0.1	0.11
0.02	0	0.21
0	0.12	-0.08
0	-0.05	0.12
0	0.05	0.07
-0.09	0.02	0.16
0.03	0.01	0.13
0.06	0.1	0.03
0.02	0.06	0.08
-0.02	0.04	0.08
-0.15	0.16	-0.01
0	0.17	-0.04
0.02	0.22	1.24
0.1	-0.28	0.1
-0.71	-0.37	0.16
-0.01	0.07	0.23
-0.07	0.08	0.08
0.05	-0.16	0.1
0.56	-1.83	1.15
0.46	0.25	-0.61
-0.3	0.09	0.08
0.08	-0.4	0.32
0.05	-0.01	0.18
0.25	-0.31	0.13
-0.09	-0.11	0
0.06	-0.41	0.38
0.01	-0.2	0.15
-0.02	0.24	-0.05
0.38	0.2	-0.28
-0.07	-0.11	0.07
0.19	-0.24	0.19
0.04	0.1	0.18
-0.02	0.06	-0.03
0	-0.02	-0.02
0.06	-0.1	-0.02
0.01	-0.27	0.15
-0.02	-0.32	-0.06
-0.2	0.34	-0.12
-0.03	-0.18	0.33
0.23	-0.21	0
0.04	0.01	0.08
0	0.07	-0.04
0	0.09	0
0.09	-0.1	0.08
0.06	0	0.07
0.02	-0.03	-0.03
0.01	0.07	-0.01
-0.16	0	0.13
0.02	-0.32	0.25
-0.13	0.26	0.16
-0.32	0.17	-0.06
-0.36	0.64	0.08
0	-0.46	0.25
0.04	-0.06	0.19
-0.08	-0.14	0.13
0.16	-0.26	-0.26
0.02	0	0.16
0.05	0.05	-0.24
-0.25	0.11	0.39
0.07	0.09	0.01
-0.18	0.36	0.17
0.06	0.07	-0.03
-0.09	0.25	0.17
0.11	-0.29	0.15
-0.03	-0.22	0.34
0	0.13	0.32
0.16	0.16	-0.05
0.03	0.22	-0.15
-0.04	0.14	-0.07
0.07	-0.23	0.14
0.18	-0.05	-0.12
-0.3	0.14	0.23
0.04	-0.27	0.08
0.11	0.04	0.08
-0.02	-0.34	0.22
-0.07	0.01	0.1
-0.06	0.28	0.04
0	-0.05	0.09
0.03	-0.04	0.25
-0.03	0.07	0.11
0.18	0	0.17
0	0.18	-0.15
-0.05	-0.11	0.11
0.61	-1.78	-0.14
0.02	0.1	0
-0.11	-0.27	0.35
-0.03	-0.07	0.04
0.07	0.12	-0.04
-0.03	-0.15	0.21
0.06	-0.05	0.18
0.08	0	0.2
-0.05	-0.08	-0.04
-0.02	-0.14	0.11
0.08	-0.02	0.12
0.04	-0.18	-0.06
-0.01	-0.06	0.13
0.01	0.06	0.01
-0.07	-0.04	0.14
0.31	-0.02	0.04
0.02	-0.04	-0.02
-0.04	-0.08	0
0.03	-0.03	-0.09
0.05	-0.08	0.07
-0.04	0.16	-0.02
0.06	0.12	-0.09
-0.04	-0.03	0.06
0.07	-0.16	0.09
-0.09	0.01	0.15
0.02	-0.07	-0.04
0	-0.08	0.24
-0.01	-0.02	-0.17
0.04	-0.14	-0.07
0.09	-0.11	0.03
0	0.17	0.16
0.1	-0.08	0.06
-0.09	0.12	0.25
0.07	-0.04	0.07
0.11	0.03	-0.17
-0.1	-0.08	0.23
-0.14	0.02	0
-0.03	0.01	0.16
-0.2	0.01	0.09
0.11	0.11	0.08
0.09	-0.15	-0.08
0	-0.17	0.19
-0.13	0.04	0.08
-0.04	-0.11	0.06
0	-0.13	0.01
0.08	-0.21	0.07
-0.04	-0.02	0.1
0	-0.07	0.07
-0.11	-0.2	0.13
0.05	-0.03	0.02
0.03	0.02	0.14
-0.3	0.02	0.12
-0.12	-0.22	0.27
0.02	-0.06	0.15
-0.01	-0.11	0.13
0.04	-0.16	0.14
0	0.05	-0.04
-0.08	-0.08	0.15
-0.01	0.07	0.2
0.02	-0.01	0.14
-0.17	0.16	0.06
-0.01	0.09	0.07
0.12	-0.64	0.3
0	-0.05	0.19
0.01	-0.04	0.03
0	-0.01	0.27
-0.01	-0.06	0.11
-0.03	0.05	0.06
0.07	-0.08	0.1
-0.06	0.05	0.19
0.04	-0.22	0.11
-0.02	0.19	0.02
0.02	-0.02	0.13
0.07	-0.19	0.21
-0.02	-0.02	0.15
-0.02	-0.06	0.31
-0.05	-0.17	0.33
0.06	-0.14	0.1
0	-0.04	0
-0.01	0.01	0.22
0	0.04	0.12
0.02	-0.15	0.2
0	0.08	0.11
-0.03	0.07	0
-0.02	0.04	0.05
0.08	-0.36	0.33
0	-0.05	0.26
0	-0.15	0.15
-0.02	0.04	0.12
-0.04	-0.03	0.22
0.04	-0.04	0.12
0.01	-0.03	0.16
-0.01	0	0.1
0.01	-0.08	0.15
0	0	0.1
-0.08	0.15	0
-0.01	0.08	0.08
-0.08	0.15	0.07
-0.02	-0.01	0.13
-0.03	0.03	0.06
0.05	0.07	0.05
-0.11	0.08	0.1
0.01	0.09	0.11
-0.08	0.04	0.22
0.02	-0.01	0.11
0	0.06	0.04
0.05	0.03	0.07
0.02	-0.1	0.14
0	-0.01	0.13
-0.05	0.06	0.03
-0.06	0.12	0.04
-0.02	0.06	0.17
0	0.07	0.14
-0.02	0.13	0.08
-0.05	0	0.13
0.05	-0.09	0.05
-0.08	0.07	-0.09
0.03	0.02	0.04
-0.56	-0.67	0.56
-0.15	0.05	0.08
-0.02	0.04	0
-0.03	0.11	-0.04
0.04	0.03	0.16
0.02	0.02	0.1
0.05	-0.11	0.18
0	-0.08	0
-0.03	0.06	0.13
0	0	0.05
0.07	-0.05	0.21
0	0.16	-0.06
0.01	-0.16	0.23
-0.05	0.11	0.04
0.01	-0.15	0.12
0	-0.15	0.21
-0.08	-0.1	0.1
-0.06	0	-0.01
0	-0.16	0.3
-0.08	-0.01	0.15
-0.09	0.04	0
0.02	-0.05	0.07
-0.04	0.09	0.08
0	-0.1	0.08
0.03	0.05	0.01
0	0.01	0.2
0.03	0.15	0.09
0.01	0.23	0.02
0.02	-0.07	0.2
-0.02	0	0.17
-0.06	0.12	0.06
0.2	-0.51	0.48
0.11	0.01	0.14
-0.01	-0.12	0.05
-0.05	-0.06	0.09
-0.1	-0.01	0.1
0.08	-0.22	0.18
-0.03	-0.01	0.08
-0.01	-0.04	0.09
-0.11	-0.08	0.07
-0.15	0.39	-0.16
-0.08	-0.03	0.15
0.01	-0.11	0.14
0.02	-0.06	0.14
-0.01	-0.1	0.16
-0.01	-0.02	0.17
0.03	-0.01	0.17
0	0.06	0.11
-0.01	0.02	0.06
0.02	-0.11	0.22
-0.1	0.11	-0.04
0.02	0.03	0.06
0	-0.01	0.08
-0.06	-0.2	0
0.02	1.08	0.81
-0.09	-0.58	-0.67
-0.06	0.35	-0.22
-0.18	0.73	0.27
-0.02	-0.14	0.1
0.27	0.47	0.84
0.02	-0.03	0.09
0	-0.71	-0.67
0.03	-0.3	0.24
0.06	-0.55	0.18
0	0.07	0.65
-0.29	-0.48	-0.52
0.18	0.38	0.08
-0.07	0.19	0.06
-0.01	-0.04	0.04
0.03	-0.14	0.21
0.01	-0.21	0.17
-1.05	-0.4	-0.1
0.02	0.6	-0.09
-0.06	-0.82	-0.13
0	0.28	-0.62
0.07	0.42	-0.1
-0.04	0.29	0.25
0.19	0.33	0.28
-0.11	-0.85	0.01
-0.19	-0.54	0.05
-0.17	0.03	-0.34
0.44	0.33	0.06
0.21	-0.02	0.18
-0.05	0.05	-0.33
-0.04	-0.05	-0.15
0.03	-0.07	0.1
0.09	0.02	-0.1
0.26	0.29	0.14
0	-0.15	-0.17
-0.06	0.4	-0.07
-0.1	0.67	-0.19
0.02	-0.11	-0.01
-0.09	0.08	-0.08
0.07	0.09	-0.01
-0.06	0.01	0.15
0.05	0.02	0.23
0	0.01	0.14
0.07	0.09	-0.26
-0.02	0	-0.23
-0.13	-0.16	-0.27
0.11	-0.18	0.53
-0.01	0.1	-0.3
0.01	-0.45	0.44
0.04	-0.01	0.36
0.29	0.37	0.42
-0.29	-0.01	-0.1
0.02	-0.13	0.06
-0.09	0.28	-0.22
-0.07	0.12	0
0.19	-0.83	0.72
-0.57	-1.74	-0.46
1.17	-2.14	-0.76
0.04	-0.51	0.1
0.08	-0.35	-0.22
0.09	-0.68	0.2
0.12	-0.37	-0.09
0	-0.17	0.18
-0.16	-0.94	0.03
-0.13	-0.37	-0.59
-0.21	-0.68	0.37
0.15	0.32	-0.1
0	-0.61	0.21
0.58	-1.13	1.28
0.12	-0.16	0.06
0.6	-0.06	-0.47
0.11	-0.26	0.39
-0.09	-1.88	0.43
0.02	0.19	0.4
0.45	-1.42	0.53
-0.12	-0.46	1.06
-0.13	-0.63	0.26
0.22	0.29	0.4
0.04	-1.03	0.31
0.33	-0.48	0.24
-0.08	-0.58	0.4
0.15	-0.51	0.33
-0.07	-0.21	0.69
0.2	-0.17	0.58
0.02	-0.24	0.78
0.19	-0.52	0.73
0.13	0	-0.17
0.3	-0.31	0.45
0.13	-0.18	0.11
0.13	-0.19	0.48
-0.03	-0.32	0.77
0.14	-0.18	0.23
0.06	-0.09	0.2
0.29	0.28	-0.43
0.1	-0.18	0.34
0.11	-0.09	0.15
-0.04	-0.39	0.66
0.1	-0.1	0.18
0.16	-0.15	0.41
0.04	-0.22	0.15
0	-0.35	0.58
0.08	-0.4	0.47
-0.1	-0.35	0.43
0.08	-0.23	0.39
0.18	0.01	0.43
0.16	-0.4	0.84
0.04	-0.28	0.47
0.07	-0.2	0.37
0.12	-0.03	0
0.18	-0.2	0.11
0.09	-0.28	0.36
0	-0.26	0.47
-0.03	-0.29	0.44
0.15	0.03	-0.01
0	-0.33	0.55
-0.07	-0.3	0.3
-0.48	-1.25	1.47
-0.06	0.49	0.14
0.01	0.21	0.04
-0.07	-0.02	0.22
-0.05	-0.66	0.02
0.08	-0.72	-0.05
0.03	-0.63	-0.19
-0.1	-0.24	-0.22
0.13	-0.29	0.15
0.09	-0.7	0.79
-0.18	-0.01	-0.02
-0.06	-0.08	-0.13
0.06	0	-0.26
0.03	-0.06	0.6
0	-0.02	-0.08
0	0.1	0.04
0.27	0.13	-0.36
0.07	0.13	-0.1
0	-0.16	0.29
-0.05	0.02	0.1
0.02	0.07	-0.25
0.04	0.12	-0.34
0.02	0.05	-0.17
0.16	0.1	0.33
0.14	-0.21	0.47
-0.09	0.14	-0.14
-0.01	0	-0.03
0	-0.02	0.33
0	0.01	0.04
0	0.07	0.04
-0.1	0.12	-0.07
-0.06	0.06	0.06
0.01	0	-0.01
0.08	0.41	0.16
0.01	0.03	0.15
-0.18	0.04	-0.12
0	0.38	0.01
-0.09	-0.01	0.06
0.03	-0.07	0.01
-0.14	-0.03	0.02
0.05	-0.01	0.22
-0.06	0.61	-0.12
-0.01	0.94	0.49
0.87	1.07	-0.04
0.05	-0.16	-0.67
0.06	-0.43	-0.61
0.16	-0.26	-0.13
-0.02	-0.19	0.03
0.02	0.03	-0.11
0.06	-0.06	-0.11
-0.33	-0.14	-0.61
0.07	-0.14	-0.06
0	-0.18	-0.05
0.27	1.06	0.87
0.17	-0.3	0.22
-0.12	-0.43	0.19
0.05	-0.2	-0.11
-0.06	-0.38	0
-0.02	-0.45	0.05
-0.03	-0.23	-0.13
0.07	-0.41	-0.34
0.19	0.32	-0.06
-0.09	-0.19	0.08
-0.05	-0.25	0.13
-0.01	-0.19	0.03
0.18	-0.08	0.07
-0.09	-0.21	-0.07
